Day,PopName,BV785_B220,PECy5_CD3-CD19-NK11,FITC_Ly6C,PE_CD115,BV605_CD11b,APCCy7_Ly6G,SSC-A,BV421_CD117,BV510_SCA-1
1,T-NK_cells_activated,245.80510018214937,446.3406193078324,551.4578020643595,357.1900425015179,295.61566484517306,280.5352155434123,126.43806921675774,406.83363691560413,572.7698846387372
2,B_cells_unactivated,552.2213808883542,438.11067864977707,259.6116575849787,279.9060693982497,269.2002925011205,257.8330148845328,56.06571839690515,331.53209256245134,333.9979005967966
2,B_cells_activated,579.7975028376844,491.2181611804767,379.4601589103292,373.0329171396141,352.605448354143,304.50919409761633,136.35255391600455,387.6656072644722,529.5568671963678
2,Eosinophil_unactivated,274.11893342004714,311.6136086497033,634.5808470856028,609.5049182993253,503.9616291358426,325.16917323794814,392.0587757092919,540.0716201934802,494.0443053410292
2,Eosinophil_activated,294.3838630806846,332.2444987775061,645.6772616136919,642.6625916870415,485.3080684596577,336.1369193154034,646.1735941320294,623.0171149144254,575.2713936430317
2,Mature_Ly6C-_monocyte_unactivated,265.02271927973555,242.59534360272912,822.6435956952944,606.9698248575648,523.1479215024267,287.4349722163607,105.60378420201168,418.87339101076174,359.499894492509
2,Mature_Ly6C+_monocyte_activated,282.26014568158166,261.5119667013528,832.7825182101977,623.3995837669095,553.0208116545265,287.80645161290323,113.53590010405827,417.95421436004165,502.6264308012487
2,Monoblast_unactivated,258.53137734311326,239.30154849225755,752.0366748166259,596.5933170334148,332.93806030969847,280.52974735126327,166.05867970660148,671.517522412388,381.03015484922577
2,Monoblast_activated,273.45098039215685,263.12745098039215,788.9117647058823,616.9215686274509,329.38235294117646,283.8235294117647,183.85294117647058,679.4803921568628,495.6862745098039
2,Neutrophil_unactivated,259.2667904213848,209.6881937998886,598.160089103397,285.64683497308334,597.3933543716354,547.9290328568777,67.56179691850751,458.57248932615556,336.5426953777613
2,Neutrophil_activated,278.51231527093597,309.7717569786535,602.9458128078818,564.8899835796387,540.5451559934319,465.4088669950739,383.95402298850576,538.0985221674877,519.3661740558292
2,PDC_unactivated,518.0029615004936,231.26456071076012,464.74037512339584,292.1614017769003,338.5241855873643,305.8761105626851,70.32379072063179,364.4442250740375,362.50740375123394
2,PDC_activated,557.999226006192,229.37693498452012,587.1362229102167,294.249226006192,280.61919504643964,269.1795665634675,74.66950464396285,346.8095975232198,566.515479876161
2,Stem_and_progenitors_unactivated,268.12606184165816,243.3506625891947,300.3170234454638,338.3510023785253,302.69656812776077,277.63268773360517,121.40672782874617,663.7896704043493,361.63166836561334
2,Stem_and_progenitors_activated,272.7762938230384,242.3439065108514,304.59265442404006,342.779632721202,366.40901502504175,270.1702838063439,111.35392320534224,717.0801335559265,581.1252086811352
2,T-NK_cells_unactivated,241.25492468134414,457.497798377752,428.9712630359212,290.4173812282735,253.22479721900348,262.3005793742758,67.55596755504055,362.46349942062574,351.0820393974507
2,T-NK_cells_activated,247.33247256294382,454.6868947708199,491.4280180761782,351.9399612653325,304.14202711426725,286.9509360877986,129.32859909619108,405.68366688185927,572.1471917366042
3,B_cells_unactivated,540.2150470554684,422.89701269071725,250.18219734778268,283.6794702694995,278.815307286468,266.88366248395835,71.8660345073435,328.33797946670467,332.6120953942678
3,B_cells_activated,602.4267990074442,486.75765095119937,347.9779983457403,357.46401985111663,345.1138130686518,305.27047146401986,140.66517783291977,361.36873449131514,529.9389578163772
3,Eosinophil_unactivated,281.7831884057971,310.21971014492755,621.4617391304348,570.7842028985507,519.3089855072463,335.56608695652176,473.5269565217391,511.5933333333333,508.1765217391304
3,Eosinophil_activated,293.9570815450644,333.6137339055794,648.206008583691,604.5751072961374,505.5429184549356,354.9077253218884,723.6115879828326,583.4377682403433,576.1051502145923
3,Mature_Ly6C-_monocyte_unactivated,263.43019598354704,244.0338736994919,777.4508831357367,603.5718606339221,514.7551415436728,293.86922332446164,124.0973868860392,383.1630776675538,417.4151947737721
3,Mature_Ly6C+_monocyte_activated,275.2127078679573,255.87614792752544,800.336808140978,621.8940183668404,532.9081657979648,302.93770166294365,148.963762720278,381.08885579548274,502.24547034003473
3,Monoblast_unactivated,259.60773966578716,245.38698328935797,711.9419525065963,601.3579595426561,337.5681618293755,292.3975373790677,200.51890941073,652.2040457343887,415.9463500439754
3,Monoblast_activated,267.5408388520971,257.4326710816777,746.3289183222957,636.3730684326711,342.8498896247241,304.5960264900662,233.83664459161147,649.4635761589404,498.6092715231788
3,Neutrophil_unactivated,264.74321679474235,218.03069696532685,547.8453614619173,297.6318630379695,601.4542944848472,541.3958466387853,79.74467953604318,422.81054409855994,351.22433507076784
3,Neutrophil_activated,289.2433862433862,298.36772486772486,576.3518518518518,477.2063492063492,569.6693121693122,491.5978835978836,331.92063492063494,504.0820105820106,515.7195767195767
3,PDC_unactivated,522.770786516854,242.62696629213482,393.70898876404493,295.95280898876405,338.661797752809,302.864606741573,83.47415730337079,353.8297752808989,363.3606741573034
3,PDC_activated,558.8805653710248,233.31943462897527,564.9992932862191,307.6268551236749,294.3660777385159,277.2268551236749,99.68833922261484,337.57526501766785,569.0996466431095
3,Stem_and_progenitors_unactivated,272.0175908221797,250.60611854684512,301.1430210325048,355.18202676864246,315.8512428298279,284.35525812619505,155.2581261950287,663.2799235181644,377.9074569789675
3,Stem_and_progenitors_activated,277.4914134742404,254.37648612945839,304.0528401585205,377.66314398943194,354.3540290620872,284.26287978863934,152.71070013210038,704.556142668428,570.6248348745046
3,T-NK_cells_unactivated,245.79957983193276,457.13949579831933,470.53319327731094,299.9348739495798,280.5752100840336,275.52100840336135,86.81008403361345,359.39159663865547,370.3857142857143
3,T-NK_cells_activated,249.9975450081833,450.10147299509003,501.3281505728314,355.2168576104746,320.14729950900164,302.63256955810147,145.30032733224223,392.49918166939443,574.6350245499182
4,B_cells_unactivated,551.6482263686693,452.42669673979907,262.60924748821,299.6518556489645,280.06778757432846,266.138097190896,56.17652245232725,343.7563871232315,335.81279475087143
4,B_cells_activated,599.2072072072073,510.5024024024024,365.1253253253253,387.27797797797797,353.0402402402402,287.8973973973974,108.56286286286286,409.33913913913915,563.0858858858859
4,Eosinophil_unactivated,285.47907851433945,333.81875881523274,664.7423601316408,611.9767277856135,521.6455101081335,322.3493182886695,394.3413258110014,564.2444757874941,506.5030559473437
4,Eosinophil_activated,297.584229390681,355.0716845878136,676.2078853046595,638.9856630824373,532.347670250896,337.2258064516129,520.8960573476703,592.3655913978495,579.405017921147
4,Mature_Ly6C-_monocyte_unactivated,277.95148995149,259.82755832755834,830.5389235389235,582.5079695079695,487.05128205128204,296.16562716562714,106.92469392469393,437.7815892815893,384.36347886347886
4,Mature_Ly6C+_monocyte_activated,299.2964501510574,276.3213746223565,825.8753776435045,594.7666163141994,541.2990936555891,300.8723564954683,106.7035498489426,435.84138972809666,530.3833081570997
4,Monoblast_unactivated,270.30388692579504,258.30212014134275,750.6969964664311,579.9902826855124,318.7120141342756,288.37279151943466,154.82155477031802,671.1978798586572,393.89664310954066
4,Monoblast_activated,282.9166666666667,279.1666666666667,783.4537037037037,612.0277777777778,306.52314814814815,295.52777777777777,173.98611111111111,673.3101851851852,502.287037037037
4,Neutrophil_unactivated,275.82264078281725,218.28881264550913,600.4948448194374,301.12836312076604,627.1395837344863,581.0644353808182,62.41952141719327,476.0292856267614,351.8821572986504
4,Neutrophil_activated,301.1152460984394,274.98679471788716,624.8103241296519,411.2569027611044,633.671068427371,555.8775510204082,126.82713085234094,531.7454981992797,510.7551020408163
4,PDC_unactivated,554.7589498806683,246.3126491646778,479.91169451073984,301.0930787589499,451.17780429594274,388.24463007159903,64.83890214797135,410.2708830548926,369.56205250596656
4,PDC_activated,601.1325827205883,240.57467830882354,658.0319393382352,314.30032169117646,298.6927849264706,277.99241727941177,75.56433823529412,349.73414522058823,639.4823069852941
4,Stem_and_progenitors_unactivated,280.25205992509365,266.061797752809,312.9797752808989,368.3479400749064,316.0808988764045,300.36029962546814,125.04307116104869,662.4363295880149,379.0187265917603
4,Stem_and_progenitors_activated,296.721875,280.284375,326.9322916666667,427.3989583333333,378.55,292.68125,127.20625,728.5520833333334,592.7864583333334
4,T-NK_cells_unactivated,251.0705634544497,450.0421274354924,498.361242759347,327.22327540810954,275.2201158504476,277.478672985782,74.90258030542391,385.83096366508687,375.62980516061083
4,T-NK_cells_activated,252.34607480476777,450.97328401150844,539.3695026715989,406.0,344.53596383066173,301.80024660912454,155.35100698725853,442.7422934648582,599.4829428688862
5,B_cells_unactivated,567.0396837882482,456.02092346417055,262.67847872256743,306.52812082120664,280.9615354361677,272.43538110595455,57.73660819633446,345.96672697239046,353.6839455675293
5,B_cells_activated,631.2109591412742,512.0285664819944,346.3580332409972,366.84089335180056,338.60500346260386,290.4331717451524,78.28930055401662,365.55981648199446,562.2164993074792
5,Eosinophil_unactivated,292.9659834278238,325.19450501526387,655.0632359354557,610.1101177496729,549.9847361535107,337.3898822503271,351.17575228957696,544.9821194941126,524.4766681203663
5,Eosinophil_activated,308.7736598279285,346.6849768365321,689.0641958967572,634.1105228325612,566.656518861681,354.61350099272005,461.3262739907346,568.030443414957,582.0370615486432
5,Mature_Ly6C-_monocyte_unactivated,290.49416180150126,259.0721434528774,784.1542952460384,635.1793160967472,469.7010008340284,306.9995829858215,96.55963302752293,422.98415346121766,430.57839866555463
5,Mature_Ly6C+_monocyte_activated,330.15569279808744,283.2483315071222,822.809841617691,659.5380017930073,520.2948500846697,326.2205398944118,104.31337782647674,419.2940531925491,537.8114354019325
5,Monoblast_unactivated,269.8354430379747,259.73417721518985,715.2510548523206,662.4556962025316,299.7257383966245,285.5506329113924,145.373417721519,673.9324894514768,423.8902953586498
5,Monoblast_activated,293.1348005502063,280.84319119669874,761.4470426409904,686.8445667125172,304.9477303988996,304.28198074277856,166.42503438789547,672.2503438789546,514.2585969738652
5,Neutrophil_unactivated,281.4943566251262,214.77192929582134,588.7324633444342,313.16307771130636,634.6302496948509,601.7323126535164,60.49654164343515,479.0985518602794,376.4260182938774
5,Neutrophil_activated,308.0367149758454,253.5780998389694,618.5037037037036,389.3584541062802,658.909500805153,594.2779388083736,90.4476650563607,526.3162640901771,506.4486312399356
5,PDC_unactivated,572.2912332838039,237.5141158989599,471.26745913818723,304.66121842496284,475.6433878157504,428.7444279346211,63.30757800891531,427.7533432392273,389.6775631500743
5,PDC_activated,621.1737403822289,242.54355919583023,646.3464879622735,327.99305038471084,318.58153387937455,298.24224373293623,75.50955572102258,358.8242740134028,658.2668155869943
5,Stem_and_progenitors_unactivated,275.17819365337675,257.40439381611066,307.92229454841333,367.5052888527258,316.8498779495525,305.793327908869,116.5553295362083,657.7542717656631,388.1676159479251
5,Stem_and_progenitors_activated,298.52878787878785,275.5568181818182,323.0590909090909,432.57878787878786,365.77575757575755,302.4840909090909,129.2719696969697,708.6439393939394,586.3060606060606
5,T-NK_cells_unactivated,256.2299444003177,452.04646544876886,441.3494837172359,322.6378077839555,279.3816521048451,288.6691818903892,72.90945194598888,380.73550436854646,391.1544876886418
5,T-NK_cells_activated,256.4580568720379,457.64241706161135,520.9940758293839,383.1511848341232,321.7663507109005,302.4803317535545,121.41208530805687,412.0163507109005,595.2637440758294
6,B_cells_unactivated,591.9624615384615,467.25186813186815,265.8326153846154,293.5455824175824,272.73815384615386,245.02202197802197,57.213362637362636,338.1329230769231,368.54562637362636
6,B_cells_activated,669.4532573443748,535.7714978431311,356.57715923045436,336.6976290185459,317.9159608300009,239.2175446330174,66.31968890708146,341.22947825813156,600.3318114550207
6,Eosinophil_unactivated,294.0522054123162,324.9298955891754,705.1431919880673,582.4012358832304,516.0421904964842,321.68996377583636,336.00426166631155,540.4611122949073,526.5173662902195
6,Eosinophil_activated,317.3558545662754,351.8279415974807,730.6687661036358,602.6355568279416,544.7529344403092,331.0973375322073,398.3295161752076,544.7191525908961,591.2241626109361
6,Mature_Ly6C-_monocyte_unactivated,267.38776262440103,264.05160339108,783.9598230740877,608.1172134168817,497.9590858827866,268.93402137854775,106.58422410615555,434.098046443052,426.3501658680428
6,Mature_Ly6C+_monocyte_activated,307.93456112852664,292.8094043887147,807.5550940438872,625.4342476489028,557.9906739811912,280.20086206896553,117.79796238244514,439.64326018808777,570.6635579937304
6,Monoblast_unactivated,263.6265060240964,260.078313253012,701.7289156626506,624.7951807228916,323.3433734939759,275.04819277108436,142.5722891566265,665.0783132530121,425.50602409638554
6,Monoblast_activated,286.1615853658537,289.3384146341463,727.875,664.0365853658536,315.1737804878049,270.1737804878049,160.57926829268294,662.9664634146342,530.6189024390244
6,Neutrophil_unactivated,290.53553416925,219.84162309721,581.3007217878129,280.78013232776567,656.2965576273539,596.8657752278721,65.25898764632397,474.37560727340025,389.4830657474668
6,Neutrophil_activated,315.6555142503098,267.8947842739664,594.6942660808832,348.8075926551763,663.9977469865946,585.3727610679283,84.05869099921145,511.4867635462431,518.1632308212234
6,PDC_unactivated,613.6770428015565,267.24124513618676,397.26459143968873,295.50972762645915,434.14396887159535,385.44357976653697,61.85992217898833,396.6887159533074,386.4630350194553
6,PDC_activated,660.0103775667918,258.944579377346,679.1448443364981,313.76926473835283,313.7427688231398,251.99558401413117,78.72378008390373,344.0457054537425,710.296533451093
6,Stem_and_progenitors_unactivated,287.86032786885244,268.5350819672131,304.9816393442623,336.53049180327866,301.40983606557376,291.9586885245902,115.89770491803279,666.2229508196722,397.14295081967214
6,Stem_and_progenitors_activated,308.50930752047657,305.1072226358898,342.3119880863738,420.602382725242,371.3023082650782,291.5748324646314,128.9240506329114,699.1295606850335,606.7580044676098
6,T-NK_cells_unactivated,267.1518350930116,470.81548516842633,411.1025641025641,306.67269984917044,275.0246354952237,270.80492709904473,78.42031171442936,379.30819507290096,394.50025138260435
6,T-NK_cells_activated,257.7828371278459,485.1399956217163,495.961799474606,331.3130472854641,282.0647985989492,270.08964535901924,82.65400612959719,385.2474824868651,641.319833625219
7,B_cells_unactivated,578.2267877940834,449.24300023293733,265.2374563242488,302.6908921500116,274.2651292802236,254.93510365711623,57.27141858839972,338.4416491963662,373.701607267645
7,B_cells_activated,659.5078663044166,514.2567448031845,370.3967902950654,349.9366904656599,320.2440133948316,255.72723826372655,69.72000379099008,343.55989764326785,581.6197005117837
7,Eosinophil_unactivated,286.6612285666722,309.1062094223406,669.1529881804562,571.0789079407358,480.7020143166306,307.93274513068087,305.21474945896455,581.8113867154985,520.6246046279341
7,Eosinophil_activated,306.540548688574,355.361018993066,702.5613506180283,625.7389207114862,530.1949050346699,324.69415134157373,373.39674404582456,564.7652999698523,600.1350618028339
7,Mature_Ly6C-_monocyte_unactivated,256.9253486464315,269.4183757178015,740.8129614438064,601.2239540607055,519.3732567678425,272.6529942575882,118.38802296964725,476.7186218211649,437.68990976210006
7,Mature_Ly6C+_monocyte_activated,289.82025905014945,299.71212221853204,774.44762537363,618.2041182331451,565.7139156426437,282.4504151444703,130.99329126536034,484.55988043839255,589.6034540019926
7,Monoblast_unactivated,256.52666666666664,254.96,686.0866666666667,602.4333333333333,326.06666666666666,267.3933333333333,162.08666666666667,662.2333333333333,439.12666666666667
7,Monoblast_activated,269.15635179153094,280.6824104234528,718.2377850162867,639.4592833876221,320.14495114006513,273.66775244299674,174.6074918566775,656.242671009772,547.6498371335505
7,Neutrophil_unactivated,282.37014852392883,225.54254018703014,551.6678381517022,297.01170466352914,642.3071633763218,577.6293930688834,70.0091681437565,471.38707902939916,400.1284151335493
7,Neutrophil_activated,305.1323311061618,268.1841128433556,570.798719376392,351.0176317743133,662.5234780994804,580.1214736451374,81.55902004454343,502.0504825538233,520.1847624350409
7,PDC_unactivated,560.5266990291262,259.55825242718447,396.45631067961165,289.2742718446602,436.22087378640776,379.50970873786406,61.601941747572816,398.05582524271847,395.2135922330097
7,PDC_activated,627.0469343910097,254.9540571806313,656.9003470500744,323.2117005453644,313.80466038671295,270.15187572302096,83.25450338786978,352.724508345728,667.6365889935548
7,Stem_and_progenitors_unactivated,281.5005624296963,260.45050618672667,310.32339707536556,346.0736782902137,311.5084364454443,287.97412823397076,125.2199100112486,664.1203599550056,408.8942632170979
7,Stem_and_progenitors_activated,302.5063405797101,305.893115942029,351.30661231884056,413.2685688405797,368.6435688405797,291.6091485507246,138.60190217391303,698.4510869565217,597.583786231884
7,T-NK_cells_unactivated,262.4076881429345,481.2739577693557,408.4975636166757,318.9875473741202,276.1954520844613,266.1759610178668,80.40660530590146,384.68922577152136,408.3622089875474
7,T-NK_cells_activated,255.11031996394772,488.13744930148715,515.1544840018026,345.46958089229383,283.4344299233889,271.4660657954033,86.6843623253718,388.41072555205045,631.3040108156828
